Node1214	-3.336344	20.000000	-574.997498
Node1215	-13.145725	24.000000	-539.672913
Node1216	-129.300873	17.999998	-640.191467
Node1217	-173.339706	18.000000	-640.971619
Node1218	94.070114	18.000000	-696.420593
Node1219	124.410812	18.000000	-723.749329
Node122	-345.210388	78.000000	-287.296600
Node1220	181.261520	18.000000	-647.251221
Node1221	198.014313	18.000000	-669.138123
Node1222	563.145203	62.000000	-455.084076
Node1223	550.262451	66.000000	-434.442841
Node1224	560.565369	58.000000	-515.578125
Node1225	543.221252	58.000000	-547.908325
Node1226	-648.663269	70.000000	-255.147354
Node1227	-631.806763	70.000000	-255.370743
Node123	-308.592041	80.000000	-298.964722
Node124	-271.365723	80.000000	-301.544556
Node125	-237.687515	80.000000	-296.736084
Node126	-202.503891	78.000000	-297.703674
Node127	-159.493088	78.000000	-287.782837
Node128	-136.952606	82.000000	-259.381714
Node129	-83.807014	80.000000	-255.043381
Node13	-631.385071	70.000000	-232.645828
Node130	-47.764385	76.000000	-258.861145
Node131	-6.441708	70.000000	-265.072021
Node132	28.657490	64.000000	-272.753479
Node133	58.360283	60.000000	-272.298492
Node134	126.718819	58.000000	-224.324509
Node135	171.646759	61.463455	-221.759460
Node136	226.103989	72.584007	-212.790161
Node137	271.795441	90.000000	-198.962936
Node138	314.721069	116.442680	-167.693039
Node139	370.508423	126.000000	-159.239441
Node14	-605.738281	71.999992	-231.042618
Node140	415.823364	127.914612	-156.042694
Node141	480.907654	133.851135	-152.806000
Node142	480.907654	133.851135	-152.806000
Node143	541.308167	161.999985	-119.632874
Node144	606.937317	188.000000	-97.352493
Node145	666.448608	204.000000	-60.021446
Node146	685.115295	215.180359	-3.409815
Node147	693.457275	232.000000	44.139812
Node148	697.947937	256.000000	91.932838
Node149	700.555298	276.000031	129.919205
Node15	-607.814148	72.000000	-247.652130
Node150	734.832031	290.000000	175.284393
Node151	755.502625	300.000000	238.997589
Node152	749.792358	312.000000	292.702271
Node153	724.228882	326.000000	328.787537
Node154	718.689819	342.000000	353.034790
Node155	716.801392	362.373505	390.940369
Node156	700.034729	379.930542	428.227051
Node157	667.801697	394.000000	434.669342
Node158	636.563416	394.000000	400.941956
Node159	611.480896	392.000000	369.422028
Node16	-585.751465	72.000000	-253.700378
Node160	657.497253	390.939209	401.934052
Node161	638.169189	388.000000	381.933899
Node162	614.905945	399.268677	412.596375
Node163	596.813110	400.000000	413.486572
Node164	576.081482	400.000031	403.887421
Node165	562.169189	399.999969	395.900909
Node166	540.789490	400.000000	401.111603
Node167	518.462830	400.000000	417.744995
Node168	498.657532	400.000000	430.566193
Node169	481.119171	398.000000	442.413086
Node17	-583.454468	72.000000	-232.814835
Node170	494.132050	400.000000	464.191254
Node171	500.154938	400.000000	485.614227
Node172	472.426727	396.000000	497.071228
Node173	453.023499	393.999969	484.855774
Node174	435.360657	390.000031	476.258575
Node175	428.633484	388.000000	497.915039
Node176	508.910187	400.000000	447.220551
Node177	527.755554	402.000061	433.889618
Node178	545.773071	400.000000	418.005615
Node179	563.518311	400.000000	415.847534
Node18	-566.976868	74.000000	-232.387466
Node180	581.685181	400.000000	422.126251
Node181	601.165100	402.000031	431.987671
Node182	612.936157	402.000000	449.733643
Node183	618.696106	402.000000	466.190460
Node184	596.794739	402.000000	483.217926
Node185	593.381531	402.000000	459.525177
Node186	569.772156	402.000031	467.752350
Node187	551.216858	402.000000	454.896271
Node188	550.156128	402.000031	434.301300
Node189	526.350464	401.999969	464.525848
Node19	-548.894897	76.000000	-226.132507
Node190	549.575378	402.000000	484.740112
Node191	570.447388	402.000000	486.420959
Node192	535.227356	402.000000	505.039307
Node193	531.465271	400.000031	526.851196
Node194	564.127808	397.982452	547.068604
Node195	593.917908	398.000000	528.677307
Node196	622.835510	396.000000	514.869812
Node197	649.831665	393.859650	499.084381
Node198	673.928406	388.000000	476.085510
Node199	674.301392	390.768494	456.449982

E	Node11	Node1
E	Node12	Node11
E	Node13	Node11
E	Node13	Node12
E	Node14	Node13
E	Node15	Node13
E	Node16	Node15
E	Node17	Node14
E	Node18	Node17
E	Node19	Node18
E	Node110	Node19
E	Node111	Node110
E	Node112	Node16
E	Node113	Node112
E	Node114	Node113
E	Node112	Node114
E	Node115	Node114
E	Node15	Node14
E	Node17	Node15
E	Node16	Node17
E	Node18	Node16
E	Node112	Node18
E	Node17	Node112
E	Node14	Node16
E	Node116	Node113
E	Node117	Node116
E	Node118	Node117
E	Node119	Node118
E	Node120	Node119
E	Node121	Node120
E	Node122	Node121
E	Node123	Node122
E	Node124	Node123
E	Node125	Node124
E	Node126	Node125
E	Node127	Node126
E	Node128	Node127
E	Node129	Node128
E	Node130	Node129
E	Node131	Node130
E	Node132	Node131
E	Node133	Node132
E	Node134	Node133
E	Node135	Node134
E	Node136	Node135
E	Node137	Node136
E	Node138	Node137
E	Node139	Node138
E	Node140	Node139
E	Node141	Node140
E	Node142	Node141
E	Node143	Node142
E	Node144	Node143
E	Node145	Node144
E	Node146	Node145
E	Node147	Node146
E	Node148	Node147
E	Node149	Node148
E	Node150	Node149
E	Node151	Node150
E	Node152	Node151
E	Node153	Node152
E	Node154	Node153
E	Node155	Node154
E	Node156	Node155
E	Node157	Node156
E	Node158	Node157
E	Node159	Node158
E	Node160	Node158
E	Node157	Node160
E	Node161	Node158
E	Node160	Node161
E	Node159	Node161
E	Node162	Node158
E	Node163	Node162
E	Node164	Node163
E	Node165	Node164
E	Node166	Node165
E	Node167	Node166
E	Node168	Node167
E	Node169	Node168
E	Node170	Node169
E	Node171	Node170
E	Node172	Node171
E	Node173	Node172
E	Node174	Node173
E	Node175	Node174
E	Node176	Node170
E	Node168	Node176
E	Node177	Node176
E	Node167	Node177
E	Node178	Node177
E	Node165	Node178
E	Node179	Node165
E	Node164	Node179
E	Node180	Node179
E	Node164	Node180
E	Node163	Node180
E	Node181	Node180
E	Node162	Node181
E	Node181	Node163
E	Node182	Node181
E	Node183	Node182
E	Node184	Node183
E	Node185	Node184
E	Node183	Node185
E	Node185	Node182
E	Node181	Node185
E	Node186	Node185
E	Node187	Node186
E	Node188	Node187
E	Node177	Node189
E	Node188	Node178
E	Node179	Node188
E	Node189	Node187
E	Node177	Node189
E	Node176	Node189
E	Node189	Node170
E	Node171	Node189
E	Node190	Node189
E	Node186	Node190
E	Node191	Node190
E	Node184	Node191
E	Node192	Node190
E	Node193	Node192
E	Node194	Node193
E	Node195	Node194
E	Node196	Node195
E	Node197	Node196
E	Node198	Node197
E	Node199	Node198
E	Node157	Node199
E	Node1100	Node192
E	Node171	Node1100
E	Node1100	Node172
E	Node193	Node1100
E	Node175	Node173
E	Node1101	Node134
E	Node133	Node1101
E	Node1102	Node1101
E	Node1103	Node1102
E	Node1104	Node1103
E	Node1105	Node1104
E	Node1106	Node1105
E	Node1107	Node1106
E	Node1108	Node1107
E	Node1109	Node1108
E	Node1110	Node1109
E	Node1111	Node1110
E	Node1112	Node1111
E	Node1113	Node1112
E	Node1114	Node1113
E	Node1115	Node1114
E	Node1116	Node1115
E	Node1117	Node1116
E	Node1118	Node1117
E	Node1119	Node1118
E	Node1120	Node1119
E	Node1121	Node1120
E	Node1122	Node1121
E	Node1123	Node1122
E	Node1124	Node1123
E	Node1125	Node1124
E	Node1126	Node1125
E	Node1127	Node1126
E	Node1128	Node1127
E	Node1129	Node1128
E	Node1130	Node1129
E	Node1131	Node1130
E	Node1132	Node1131
E	Node1133	Node1132
E	Node1134	Node1133
E	Node1135	Node1134
E	Node1136	Node1135
E	Node1137	Node1136
E	Node1138	Node1135
E	Node1138	Node1137
E	Node1129	Node1138
E	Node1139	Node1129
E	Node1138	Node1139
E	Node1135	Node1139
E	Node1139	Node1136
E	Node1128	Node1139
E	Node1137	Node1139
E	Node1140	Node1137
E	Node1141	Node1140
E	Node1142	Node1141
E	Node1143	Node1142
E	Node1144	Node1141
E	Node1145	Node1141
E	Node1142	Node1145
E	Node1146	Node1126
E	Node1147	Node1146
E	Node1148	Node1147
E	Node1149	Node1147
E	Node1150	Node1146
E	Node1147	Node1150
E	Node1149	Node1150
E	Node1125	Node1150
E	Node1151	Node1126
E	Node1140	Node1151
E	Node1151	Node1127
E	Node1152	Node1151
E	Node1145	Node1152
E	Node1153	Node133
E	Node1154	Node1153
E	Node1155	Node1154
E	Node1156	Node1155
E	Node1157	Node1156
E	Node1158	Node1157
E	Node1159	Node1158
E	Node1160	Node1159
E	Node1161	Node1160
E	Node1162	Node1161
E	Node1163	Node1162
E	Node1164	Node1163
E	Node1165	Node1164
E	Node1166	Node1165
E	Node1167	Node1166
E	Node1168	Node1167
E	Node1169	Node1168
E	Node1170	Node1169
E	Node1171	Node1170
E	Node1172	Node1171
E	Node1173	Node1172
E	Node1174	Node1173
E	Node1175	Node1174
E	Node1176	Node1175
E	Node1177	Node1176
E	Node1178	Node1177
E	Node1179	Node1178
E	Node1180	Node1179
E	Node1181	Node1180
E	Node1182	Node1181
E	Node1183	Node1182
E	Node1184	Node1182
E	Node1183	Node1184
E	Node1185	Node1182
E	Node1186	Node1181
E	Node1182	Node1186
E	Node1186	Node1185
E	Node1187	Node1186
E	Node1185	Node1187
E	Node1188	Node1185
E	Node1187	Node1188
E	Node1189	Node1188
E	Node1190	Node1189
E	Node1191	Node1189
E	Node1192	Node1190
E	Node1193	Node1192
E	Node1191	Node1193
E	Node1194	Node1158
E	Node1159	Node1194
E	Node1195	Node1194
E	Node1196	Node1195
E	Node1197	Node1196
E	Node1198	Node1197
E	Node1199	Node1198
E	Node1200	Node1199
E	Node1201	Node1200
E	Node1202	Node1201
E	Node1203	Node1202
E	Node1204	Node1203
E	Node1205	Node1204
E	Node1206	Node1205
E	Node1166	Node1206
E	Node1206	Node1167
E	Node1207	Node1206
E	Node1208	Node1207
E	Node1209	Node1208
E	Node1210	Node1209
E	Node1211	Node1210
E	Node1212	Node1211
E	Node1197	Node1212
E	Node1212	Node1198
E	Node1199	Node1212
E	Node1200	Node1211
E	Node1211	Node1201
E	Node1209	Node1202
E	Node1163	Node1209
E	Node1209	Node1164
E	Node1164	Node1208
E	Node1203	Node1208
E	Node1207	Node1164
E	Node1165	Node1207
E	Node1204	Node1207
E	Node1207	Node1205
E	Node1165	Node1206
E	Node1166	Node1206
E	Node1213	Node1212
E	Node1196	Node1213
E	Node1214	Node1211
E	Node1161	Node1214
E	Node1212	Node1161
E	Node1162	Node1214
E	Node1213	Node1214
E	Node1215	Node1213
E	Node1160	Node1215
E	Node1194	Node1159
E	Node1215	Node1194
E	Node1159	Node1215
E	Node1215	Node1195
E	Node1196	Node1215
E	Node1213	Node1196
E	Node1195	Node1213
E	Node1216	Node1198
E	Node1217	Node1216
E	Node1218	Node1204
E	Node1219	Node1218
E	Node1220	Node1168
E	Node1221	Node1220
E	Node1222	Node1186
E	Node1181	Node1222
E	Node1222	Node1180
E	Node1223	Node1222
E	Node1224	Node1181
E	Node1180	Node1224
E	Node1179	Node1224
E	Node1225	Node1224
E	Node1179	Node1225
E	Node1	Node1226
E	Node1226	Node1227
E	Node1227	Node15
