Node1214	-3.336344	20.000000	-574.997498
Node1215	-13.145725	24.000000	-539.672913
Node1216	-129.300873	17.999998	-640.191467
Node1217	-173.339706	18.000000	-640.971619
Node1218	94.070114	18.000000	-696.420593
Node1219	124.410812	18.000000	-723.749329
Node122	-345.210388	78.000000	-287.296600
Node1220	181.261520	18.000000	-647.251221
Node1221	198.014313	18.000000	-669.138123
Node1222	563.145203	62.000000	-455.084076
Node1223	550.262451	66.000000	-434.442841
Node1224	560.565369	58.000000	-515.578125
Node1225	543.221252	58.000000	-547.908325
Node1226	-648.663269	70.000000	-255.147354
Node1227	-631.806763	70.000000	-255.370743
Node123	-308.592041	80.000000	-298.964722
Node124	-271.365723	80.000000	-301.544556
Node125	-237.687515	80.000000	-296.736084
Node126	-202.503891	78.000000	-297.703674
Node127	-159.493088	78.000000	-287.782837
Node128	-136.952606	82.000000	-259.381714
Node129	-83.807014	80.000000	-255.043381
Node13	-631.385071	70.000000	-232.645828
Node130	-47.764385	76.000000	-258.861145
Node131	-6.441708	70.000000	-265.072021
Node132	28.657490	64.000000	-272.753479
Node133	58.360283	60.000000	-272.298492
Node134	126.718819	58.000000	-224.324509
Node135	171.646759	61.463455	-221.759460
Node136	226.103989	72.584007	-212.790161
Node137	271.795441	90.000000	-198.962936
Node138	314.721069	116.442680	-167.693039
Node139	370.508423	126.000000	-159.239441
Node14	-605.738281	71.999992	-231.042618
Node140	415.823364	127.914612	-156.042694
Node141	480.907654	133.851135	-152.806000
Node142	480.907654	133.851135	-152.806000
Node143	541.308167	161.999985	-119.632874
Node144	606.937317	188.000000	-97.352493
Node145	666.448608	204.000000	-60.021446
Node146	685.115295	215.180359	-3.409815
Node147	693.457275	232.000000	44.139812
Node148	697.947937	256.000000	91.932838
Node149	700.555298	276.000031	129.919205
Node15	-607.814148	72.000000	-247.652130
Node150	734.832031	290.000000	175.284393
Node151	755.502625	300.000000	238.997589
Node152	749.792358	312.000000	292.702271
Node153	724.228882	326.000000	328.787537
Node154	718.689819	342.000000	353.034790
Node155	716.801392	362.373505	390.940369
Node156	700.034729	379.930542	428.227051
Node157	667.801697	394.000000	434.669342
Node158	636.563416	394.000000	400.941956
Node159	611.480896	392.000000	369.422028
Node16	-585.751465	72.000000	-253.700378
Node160	657.497253	390.939209	401.934052
Node161	638.169189	388.000000	381.933899
Node162	614.905945	399.268677	412.596375
Node163	596.813110	400.000000	413.486572
Node164	576.081482	400.000031	403.887421
Node165	562.169189	399.999969	395.900909
Node166	540.789490	400.000000	401.111603
Node167	518.462830	400.000000	417.744995
Node168	498.657532	400.000000	430.566193
Node169	481.119171	398.000000	442.413086
Node17	-583.454468	72.000000	-232.814835
Node170	494.132050	400.000000	464.191254
Node171	500.154938	400.000000	485.614227
Node172	472.426727	396.000000	497.071228
Node173	453.023499	393.999969	484.855774
Node174	435.360657	390.000031	476.258575
Node175	428.633484	388.000000	497.915039
Node176	508.910187	400.000000	447.220551
Node177	527.755554	402.000061	433.889618
Node178	545.773071	400.000000	418.005615
Node179	563.518311	400.000000	415.847534
Node18	-566.976868	74.000000	-232.387466
Node180	581.685181	400.000000	422.126251
Node181	601.165100	402.000031	431.987671
Node182	612.936157	402.000000	449.733643
Node183	618.696106	402.000000	466.190460
Node184	596.794739	402.000000	483.217926
Node185	593.381531	402.000000	459.525177
Node186	569.772156	402.000031	467.752350
Node187	551.216858	402.000000	454.896271
Node188	550.156128	402.000031	434.301300
Node189	526.350464	401.999969	464.525848
Node19	-548.894897	76.000000	-226.132507
Node190	549.575378	402.000000	484.740112
Node191	570.447388	402.000000	486.420959
Node192	535.227356	402.000000	505.039307
Node193	531.465271	400.000031	526.851196
Node194	564.127808	397.982452	547.068604
Node195	593.917908	398.000000	528.677307
Node196	622.835510	396.000000	514.869812
Node197	649.831665	393.859650	499.084381
Node198	673.928406	388.000000	476.085510
Node199	674.301392	390.768494	456.449982
